objectid,title,creator,creators_title,date,description,interviewee,interviewer,subject,location,latitude,longitude,publisher,contributing_institution,source,identifier,rights,rightsstatement,format_original,type,format,language,filename,display_template,object_location,image_small,image_thumb
sbw075,"Castle Rock as seen  from Nez Perce Peak, Salmon Mountain District","Flint, Howard",,1922,"Castle Rock as seen  from Nez Perce Peak, Salmon Mountain District, Flint, Howard, 1922",,,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),45.726555,-114.561067,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6724,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw075.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw075.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw075_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw075_th.jpg
sbw076,"Selway River Scene, Selway National Forest","Flint, Howard",,1922,"Selway River Scene, Selway National Forest, Flint, Howard, 1922",,,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.055841,-115.206127,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6999,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw076.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw076.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw076_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw076_th.jpg
sbw077,"Selway River Scene, Selway National Forest","Flint, Howard",,1922,"Selway River Scene, Selway National Forest, Flint, Howard, 1922",,,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.090853,-115.1124,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6999a,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw077.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw077.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw077_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw077_th.jpg
sbw078,"Papoose Lake, El Capitan in background, Moose Creek Ranger District","Blackerby, A. W.",,1957,"Papoose Lake, El Capitan in background, Moose Creek Ranger District, Blackerby, A. W., 1957",,,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.136371,-114.787902,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7621,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw078.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw078.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw078_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw078_th.jpg
sbw079,Selway Falls,"Slusher, Edward",,1961,"Selway Falls, Slusher, Edward, 1961",,,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.053816,-115.309954,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7620,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw079.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw079.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw079_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw079_th.jpg
sbw080,Selway River,"Swan, K. D.",,1925,"Selway River, Swan, K. D., 1925",,,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.081447,-115.434752,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7579,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw080.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw080.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw080_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw080_th.jpg
sbw081,"Gold Pan Lake, Magruder Ranger District","Steuenwald, W. E.",,1958,"Gold Pan Lake, Magruder Ranger District, Steuenwald, W. E., 1958",,,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),45.645008,-114.810491,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7100,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw081.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw081.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw081_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw081_th.jpg
sbw082,"Carlton Lake, Bitterroot National Forest","Swan, K. D.",,1927-10-01,"Carlton Lake, Bitterroot National Forest, Swan, K. D., 1927-10-01",,,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.684246,-114.22298,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7071,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw082.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw082.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw082_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw082_th.jpg
sbw083,Powell Ranger Station,"Stevenwald, W. E.",,1954,"Powell Ranger Station, Stevenwald, W. E., 1954",,,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),46.509942,-114.712207,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-3497,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw083.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw083.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw083_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw083_th.jpg
sbw084,"Upper Big Creek Lake, Bitterroot National Forest","Swan, K. D.",,1923,"Upper Big Creek Lake, Bitterroot National Forest, Swan, K. D., 1923",,,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.475463,-114.377832,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7069,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw084.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw084.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw084_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw084_th.jpg
sbw085,"Big Creek Lake and Pilot Peak view south from Stony Pass, Selway National Forest","McDonald, C. H.",,1958,"Big Creek Lake and Pilot Peak view south from Stony Pass, Selway National Forest, McDonald, C. H., 1958",,,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),46.499692,-114.346075,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7082,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw085.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw085.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw085_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw085_th.jpg
sbw086,"Burnt Knob Lake, Nez Perce National Forest","Swan, K. D.",,1938,"Burnt Knob Lake, Nez Perce National Forest, Swan, K. D., 1938",,,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),45.703902,-114.98816,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6733,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw086.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw086.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw086_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw086_th.jpg
sbw087,"Burnt Knob Lookout, Nez Perce National Forest","Swan, K. D.",,1938-08-01,"Burnt Knob Lookout, Nez Perce National Forest, Swan, K. D., 1938-08-01",,,lookout;fire lookout,Selway-Bitterroot Wilderness (Idaho and Mont.),45.701564,-114.990821,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",National Archives Records Administration College Park,FS-GP134,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw087.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw087.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw087_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw087_th.jpg
sbw088,View into Flat Creek from the North Side of Salmon Mountain,"Swan, K. D.",,1938,"View into Flat Creek from the North Side of Salmon Mountain, Swan, K. D., 1938",,,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),45.635947,-114.838042,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6731,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw088.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw088.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw088_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw088_th.jpg
sbw089,"View Across Big Creek, Bitterroot National Forest","Shoemaker, Theodore",,1924,"View Across Big Creek, Bitterroot National Forest, Shoemaker, Theodore, 1924",,,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),45.50563,-114.35395,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6261a,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw089.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw089.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw089_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw089_th.jpg
sbw090,"Fishing in Bargemon Creek, Nez Perce National Forest","Swan, K.D.",,1938-08-01,"Fishing in Bargemon Creek, Nez Perce National Forest, Swan, K.D., 1938-08-01",,,fishing,Selway-Bitterroot Wilderness (Idaho and Mont.),45.72284,-115.033386,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",National Archives Records Administration College Park,FS-GP123,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage; Text,image/jpeg,eng,sbw090.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw090.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw090_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw090_th.jpg
sbw091,"Landscape on Salmon Mountain District, Jerusalem Mountain (center)","Flint, Howard",,1922,"Landscape on Salmon Mountain District, Jerusalem Mountain (center), Flint, Howard, 1922",,,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),45.818093,-114.552569,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6261a,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw091.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw091.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw091_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw091_th.jpg
sbw092,"View of Salmon Mountain District ""A Storm on the High Range""","Flint, Howard",,1922,"View of Salmon Mountain District ""A Storm on the High Range"", Flint, Howard, 1922",,,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),45.774827,-114.590678,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6723a,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw092.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw092.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw092_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw092_th.jpg
sbw093,"Hot Springs on Warm Spring Creek, Powell Ranger District, Selway National Forest","Beatty, D. L.",,1922,"Hot Springs on Warm Spring Creek, Powell Ranger District, Selway National Forest, Beatty, D. L., 1922",,,hot springs,Selway-Bitterroot Wilderness (Idaho and Mont.),46.461534,-114.873059,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7000,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw093.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw093.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw093_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw093_th.jpg
sbw094,"Hot Springs on Warm Springs Creek, Powell Ranger District, Selway National Forest","Beatty, D. L.",,1922,"Hot Springs on Warm Springs Creek, Powell Ranger District, Selway National Forest, Beatty, D. L., 1922",,,hot springs,Selway-Bitterroot Wilderness (Idaho and Mont.),46.461534,-114.873059,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-7142,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw094.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw094.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw094_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw094_th.jpg
sbw095,"View from the Steep Hill Trail, El Capitan in center, Salmon Mountain District","Flint, Howard",,1922,"View from the Steep Hill Trail, El Capitan in center, Salmon Mountain District, Flint, Howard, 1922",,,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),45.660727,-114.507594,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6260c,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw095.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw095.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw095_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw095_th.jpg
sbw096,Lolo Pass,Photographer Unknown,,1926,"Lolo Pass, Photographer Unknown, 1926",,,Landmark,Selway-Bitterroot Wilderness (Idaho and Mont.),46.634822,-114.57922,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-4583,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw096.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw096.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw096_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw096_th.jpg
sbw097,"Packing lumber for Freeman Peak lookout cabin, Selway National Forest","Swan, K. D.",,1925,"Packing lumber for Freeman Peak lookout cabin, Selway National Forest, Swan, K. D., 1925",,,pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.133694,-114.810591,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-4959,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw097.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw097.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw097_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw097_th.jpg
sbw098,Fishing in the Selway River below the mouth of Deep Creek,"Swan, K. D.",,1938,"Fishing in the Selway River below the mouth of Deep Creek, Swan, K. D., 1938",,,fishing,Selway-Bitterroot Wilderness (Idaho and Mont.),45.713312,-114722257,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-5788,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw098.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw098.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw098_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw098_th.jpg
sbw099,"Unpacking the packstring at the end of a day of travel in the Selway Wilderness Area. Scene taken at Indian Lake, Moose Creek District. An adirondack shelter in right portion of picture. Personnel left to right: Reginald Blundell, packer, Eugene Dyson, Forest Engineer, Glenn Boy, Ranger. Indian Lake, Moose Creek District","Blakerby, A. W.",,1957-08-14,"Unpacking the packstring at the end of a day of travel in the Selway Wilderness Area. Scene taken at Indian Lake, Moose Creek District. An adirondack shelter in right portion of picture. Personnel left to right: Reginald Blundell, packer, Eugene Dyson, Forest Engineer, Glenn Boy, Ranger. Indian Lake, Moose Creek District, Blakerby, A. W., 1957-08-14",,,pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.144697,-114.710498,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",NARA College Park,FS-GP23,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage; Text,image/jpeg,eng,sbw099.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw099.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw099_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw099_th.jpg
sbw100,Blodgett Canyon,"Swan, K. D.",,1927,"Blodgett Canyon, Swan, K. D., 1927",,,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),46.274063,-114.387209,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6236,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw100.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw100.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw100_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw100_th.jpg
sbw101,Hunter pack string on trail around lower Big Creek Lake,"McDonald, C. H.",,1962,"Hunter pack string on trail around lower Big Creek Lake, McDonald, C. H., 1962",,,pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.490593,-114.35998,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-6059,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,Image;StillImage,image/jpeg,eng,sbw101.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw101.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw101_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw101_th.jpg
sbw102,The Early Years of the Bitterroot Forest Reserve: Major Frank Fenn Reports to Washington,"Fenn, Frank",USGS,1901,"This is a compilation of a number of documents, and contains an introduction written by Dennis Baird. Some of this introduction appears to be missing, but what is present provides some historical context to the main text, which is a 1901 report from Ranger Frank Fenn written in response to an argument by a Judge Heyburn that the then-called Bitterroot Reserve needed to be shrunk in size. Fenn argues against this idea. At the end of the document are two maps: one shows the Bitterroot Reserve as it was originally established, and the other shows its boundaries in 1907.",,,Fenn;Frank A. ;Bitterroot National Forest (Idaho and Mont.)-History. ;Nezperce National Forest (Idaho )-History.,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,University of Idaho Library,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","National Archives and Records Administration, Washington, D.C.",2,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Transcription of Original Manuscripts,Text,application/pdf,eng,sbw102.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw102.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw102_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw102_th.jpg
sbw103,"Engineering-Bridges, Sheep Bridge",,,1921,"Engineering-Bridges, Sheep Bridge, Photographer Unknown, 1921",,,Selway NF;Lowell;ID,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-018a,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw103.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw103.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw103_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw103_th.jpg
sbw104,"Engineering-Bridges, June, Lake Creek Bridge On The Main Salmon River, Eight Miles East Of Riggins Id","Curtis, Chester",,1952-06-01,"Engineering-Bridges, June, Lake Creek Bridge On The Main Salmon River, Eight Miles East Of Riggins Id, Curtis, Chester, 1952-06-01",,,Nez Perce NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-032,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw104.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw104.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw104_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw104_th.jpg
sbw105,Wild Life-Game Studies,"Greene, Geoffrey",,1959,"Wild Life-Game Studies, Greene, Geoffrey , 1959",,,Nez Perce NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-10298,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw105.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw105.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw105_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw105_th.jpg
sbw106,"Fire Control-Lookouts, Indian Post Office Lookout","Flint, Howard R.",,1922,"Fire Control-Lookouts, Indian Post Office Lookout , Flint, Howard R., 1922",,,Clearwater NF;ID,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-1047c,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw106.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw106.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw106_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw106_th.jpg
sbw107,"Fire Control-Lookouts, Salmon Mountain Lookout","Flint, Howard R.",,1922,"Fire Control-Lookouts, Salmon Mountain Lookout, Flint, Howard R., 1922",,,Bitterroot NF,Selway-Bitterroot Wilderness (Idaho and Mont.),45.616559,-114.837441,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-1047g,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw107.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw107.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw107_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw107_th.jpg
sbw108,"Engineering-Roads Completed, Road Built By Cccs Near The Salmon River At Crevice.","Swan, K. D.",,1935,"Engineering-Roads Completed, Road Built By Cccs Near The Salmon River At Crevice., Swan, K. D., 1935",,,Nez Perce NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-109,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw108.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw108.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw108_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw108_th.jpg
sbw109,"Engineering-Road Construction, Roosevelt Hwy At Crystal Creek","Swan, K. D.",,1926,"Engineering-Road Construction, Roosevelt Hwy At Crystal Creek, Swan, K. D., 1926",,,Flathead NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-185,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw109.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw109.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw109_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw109_th.jpg
sbw110,"Historical-Buildings, John Day Ranch, Salmon River.","Swan, K. D.",,1925,"Historical-Buildings, John Day Ranch, Salmon River. , Swan, K. D., 1925",,,Nez Perce NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-2054,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw110.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw110.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw110_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw110_th.jpg
sbw111,"Historical-Buildings, Whitebird, Idaho Mining Camp","Swan, K. D.",,1925,"Historical-Buildings, Whitebird, Idaho Mining Camp, Swan, K. D., 1925",,,Nez Perce NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",USFS Region 1 Northern Region Archives,99-2055,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photograph,Image;StillImage,image/jpeg,eng,sbw111.jpg,image,https://objects.lib.uidaho.edu/sbw/sbw111.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw111_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw111_th.jpg
